,player_id,player_name,player_position,player_age,player_nat,from_team,to_team,season,transfer_direction,international_transfer,from_country,to_country,market_value_number,transfer_fee_number,transfer_fee_other
664,153135,Hennie van Nee,Centre-Forward,25,Netherlands,Heracles,GVAV Groningen,1965/1966,in,False,Netherlands,Netherlands,0.0,57,
665,323994,Wim Visser,Right Winger,24,Netherlands,Alkmaar '54,GVAV Groningen,1965/1966,in,False,Netherlands,Netherlands,0.0,34,
666,241334,Jan Hordijk,Midfielder,22,Netherlands,Feijenoord,GVAV Groningen,1965/1966,in,False,Netherlands,Netherlands,0.0,30,
667,323756,Joop Oomens,Right Winger,24,Netherlands,Eindhoven,GVAV Groningen,1965/1966,in,False,Netherlands,Netherlands,0.0,16,
668,323790,Johan Beuvink,Left Midfield,26,Netherlands,Veendam,GVAV Groningen,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
669,323805,Arie Prak,Forward,17,Netherlands,HSC,GVAV Groningen,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
670,314481,Chris Pals,Midfielder,16,Netherlands,Drachten,GVAV Groningen,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
671,323800,Edy Jörns,Left Winger,19,Netherlands,Drachten,GVAV Groningen,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
672,224788,Pier Alma,Forward,25,Netherlands,GVAV Groningen,SC Cambuur,1965/1966,out,False,Netherlands,Netherlands,0.0,18,
673,152046,Piet Fransen,Left Midfield,28,Netherlands,GVAV Groningen,Feijenoord,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
674,323701,Martin Schill,Goalkeeper,25,Netherlands,GVAV Groningen,Oosterparkers,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
675,224791,Herman Mengerink,Midfielder,23,Netherlands,GVAV Groningen,Unknown,1965/1966,out,True,Netherlands,,0.0,0,?
676,323693,Gerard Pluim,Forward,20,Netherlands,GVAV Groningen,Velocitas,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
677,224796,Bert Witkop,Midfielder,20,Netherlands,GVAV Groningen,Unknown,1965/1966,out,True,Netherlands,,0.0,0,?
678,323657,Gosse Beukema,Forward,24,Netherlands,GVAV Groningen,VV Hoogezand,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
679,239508,Klaas Buist,Left-Back,38,Netherlands,GVAV Groningen,Retired,1965/1966,out,True,Netherlands,,0.0,0,-
680,135590,Harry Bild,Centre-Forward,28,Sweden,FC Zürich,RV & AV Feijenoord,1965/1966,in,True,Switzerland,Netherlands,0.0,114,
681,221357,Cock Luyten,Left Midfield,25,Netherlands,NAC,RV & AV Feijenoord,1965/1966,in,False,Netherlands,Netherlands,0.0,23,
682,620337,Frans Bouwmeester jr.,Attacking Midfield,18,Netherlands,NAC Breda U19,RV & AV Feijenoord,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
683,152046,Piet Fransen,Left Midfield,28,Netherlands,GVAV,RV & AV Feijenoord,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
684,241425,Henny Weering,Right Winger,23,Netherlands,SC Enschede,RV & AV Feijenoord,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
685,135630,Wim Jansen,Defensive Midfield,18,Netherlands,Feyenoord U19,RV & AV Feijenoord,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
686,241383,Rob de Boom,Midfielder,19,Netherlands,Feyenoord U19,RV & AV Feijenoord,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
687,152145,Henk Groot,Centre-Forward,27,Netherlands,RV & AV Feijenoord,Ajax,1965/1966,out,False,Netherlands,Netherlands,0.0,182,
688,151754,Gerardus Bergholtz,Right Winger,25,Netherlands,RV & AV Feijenoord,RSC Anderlecht,1965/1966,out,True,Netherlands,Belgium,0.0,136,
689,241334,Jan Hordijk,Midfielder,22,Netherlands,RV & AV Feijenoord,GVAV,1965/1966,out,False,Netherlands,Netherlands,0.0,30,
690,596205,Rob Jacobs,Right Winger,21,Netherlands,RV & AV Feijenoord,Xerxes,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
691,152443,Gerard Kerkum,Defender,34,Netherlands,RV & AV Feijenoord,Retired,1965/1966,out,True,Netherlands,,0.0,0,-
692,318188,Benno Huve,Centre-Back,19,Netherlands,SC Enschede,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,Free transfer
693,130269,Egbert ter Mors,Midfielder,24,Netherlands,Enschedese Boys,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
694,610488,Ned Bulatović,Centre-Forward,27,Serbia,Enschedese Boys,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
695,666905,Kees Warringa,Goalkeeper,21,Netherlands,Eilermark,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
696,223748,Hennie Ardesch,Goalkeeper,21,Netherlands,SC Enschede,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
697,189175,Issy ten Donkelaar,Right-Back,23,Netherlands,SC Enschede,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
698,551672,Jan Bronkers,Left-Back,20,Netherlands,Enschedese Boys,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
699,621986,Frits Hilgerink,Right-Back,24,Netherlands,Enschedese Boys,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
700,88547,Heinz Höher,Centre-Forward,26,Germany,Meidericher SV,FC Twente '65,1965/1966,in,True,Germany,Netherlands,0.0,0,?
701,189172,Kalle Oranen,Left-Back,19,Netherlands,SC Enschede,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
702,549680,Herman Heskamp,Centre-Forward,18,Netherlands,Eilermark,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
703,621984,Thomas Geerdink,Centre-Back,19,Netherlands,Enschedese Boys,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
704,223752,Willem de Vries,Centre-Back,22,Netherlands,SC Enschede,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
705,252023,Spitz Kohn,Centre-Forward,31,Luxembourg,Fortuna'54,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
706,327564,Hans Roordink,Right Midfield,21,Netherlands,Enschedese Boys,FC Twente '65,1965/1966,in,False,Netherlands,Netherlands,0.0,0,
707,588154,Hennie Nieuwenhuis,Centre-Back,22,Netherlands,FC Twente '65,De Graafschap,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
708,621182,Chris Geutjes,Centre-Forward,24,Netherlands,FC Twente '65,NEC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
709,154028,Daan Schrijvers,Centre-Back,23,Netherlands,DWS,PSV Eindhoven,1965/1966,in,False,Netherlands,Netherlands,0.0,87,
710,100540,Horst-Dieter Strich,Goalkeeper,24,Germany,1.FC K'lautern,PSV Eindhoven,1965/1966,in,True,Germany,Netherlands,0.0,0,Free transfer
711,188749,Ton Planken,Defender,18,Netherlands,Unknown,PSV Eindhoven,1965/1966,in,True,,Netherlands,0.0,0,?
712,188740,Sjef Blatter,Left-Back,19,Netherlands,DBS Eindhoven,PSV Eindhoven,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
713,188748,Horst Nußbaum,Right Midfield,24,Germany,TSC Zweibrücken,PSV Eindhoven,1965/1966,in,True,Germany,Netherlands,0.0,0,?
714,188707,Carlo van den Bergh,Defender,20,Netherlands,PSV Eindhoven,FC Den Bosch,1965/1966,out,False,Netherlands,Netherlands,0.0,45,
715,187019,Gert Bals,Goalkeeper,28,Netherlands,PSV Eindhoven,Ajax,1965/1966,out,False,Netherlands,Netherlands,0.0,33,
716,151857,Toon Brusselers,Defensive Midfield,31,Netherlands,PSV Eindhoven,FC Den Bosch,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
717,188697,Rini Bartels,Midfielder,25,Netherlands,PSV Eindhoven,Unknown,1965/1966,out,True,Netherlands,,0.0,0,?
718,592936,Sjef Engelen,Centre-Back,25,Netherlands,PSV Eindhoven,Roda JC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
719,154367,Roel Wiersma,Right-Back,33,Netherlands,PSV Eindhoven,Eindhoven,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
720,188706,Bert Theunissen,Centre-Forward,25,Netherlands,PSV Eindhoven,BSC Young Boys,1965/1966,out,True,Netherlands,Switzerland,0.0,0,
721,617122,Alois Rutten,Right-Back,19,Netherlands,Unknown,Fortuna'54,1965/1966,in,True,,Netherlands,0.0,0,?
722,617118,Harry Golsteijn,Centre-Forward,23,Netherlands,RIOS '31,Fortuna'54,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
723,240481,Chris Coenen,Right Winger,28,Netherlands,MVV,Fortuna'54,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
724,247129,Aleksandar Petaković,Right Winger,35,Serbia,Fortuna'54,Retired,1965/1966,out,True,Netherlands,,0.0,0,?
725,188762,John Fredrix,Midfielder,20,Netherlands,Fortuna'54,MVV,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
726,252023,Spitz Kohn,Centre-Forward,31,Luxembourg,Fortuna'54,FC Twente,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
727,151869,Bart Carlier,Left Winger,36,Netherlands,Fortuna'54,Retired,1965/1966,out,True,Netherlands,,0.0,0,-
728,167090,Ole Madsen,Centre-Forward,30,Denmark,Hellerup IK,RV & AV Sparta,1965/1966,in,True,Denmark,Netherlands,0.0,0,Free transfer
729,318944,Co Onsman,Right Winger,23,Netherlands,AFC Amsterdam,RV & AV Sparta,1965/1966,in,False,Netherlands,Netherlands,0.0,1,
730,151760,Jan van Beveren,Goalkeeper,17,Netherlands,Emmen,RV & AV Sparta,1965/1966,in,False,Netherlands,Netherlands,0.0,1,
731,314636,Henk Prinsen,Left Winger,21,Netherlands,Emmen,RV & AV Sparta,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
732,318968,Gerard van de Kerkhof,Right Winger,22,Netherlands,Helmondia '55,RV & AV Sparta,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
733,188768,Wil van Beveren,Midfielder,19,Netherlands,VV Emmen,RV & AV Sparta,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
734,318965,Guus Stek,Centre-Forward,19,Netherlands,Sparta U19,RV & AV Sparta,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
735,318976,Hans Buitendijk,Right-Back,18,Netherlands,Sparta U19,RV & AV Sparta,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
736,279811,Piet van Miert,Centre-Forward,26,Netherlands,RV & AV Sparta,ADO,1965/1966,out,False,Netherlands,Netherlands,0.0,27,
737,154265,Piet de Vries,Forward,26,Netherlands,RV & AV Sparta,Holland Sport,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
738,241298,Hugo Meijers,Left Winger,24,Netherlands,RV & AV Sparta,Unknown,1965/1966,out,True,Netherlands,,0.0,0,?
739,316308,Cor Adelaar,Left Winger,22,Netherlands,RV & AV Sparta,Go Ahead,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
740,317329,Leen van de Brink,Goalkeeper,31,Netherlands,RV & AV Sparta,Blauw-Wit,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
741,316928,Hans Hazebroek,Midfielder,20,Netherlands,RV & AV Sparta,SVV,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
742,152145,Henk Groot,Centre-Forward,27,Netherlands,Feijenoord,Ajax Amsterdam,1965/1966,in,False,Netherlands,Netherlands,0.0,182,
743,187019,Gert Bals,Goalkeeper,28,Netherlands,PSV Eindhoven,Ajax Amsterdam,1965/1966,in,False,Netherlands,Netherlands,0.0,33,
744,187056,Arie van Eijden,Midfielder,19,Netherlands,Unknown,Ajax Amsterdam,1965/1966,in,True,,Netherlands,0.0,0,?
745,187057,Arnold van Haren,Right Winger,21,Netherlands,Purmersteijn,Ajax Amsterdam,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
746,587771,Piet Hoeben,Centre-Forward,21,Netherlands,TOG,Ajax Amsterdam,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
747,109371,Co Prins,Centre-Forward,27,Netherlands,1.FC K'lautern,Ajax Amsterdam,1965/1966,in,True,Germany,Netherlands,0.0,0,?
748,187027,Cees de Wolf,Left Winger,19,Netherlands,Purmersteijn,Ajax Amsterdam,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
749,145555,Barry Hulshoff,Centre-Back,18,Netherlands,Ajax U21,Ajax Amsterdam,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
750,587050,Loek Cohen,Forward,19,Netherlands,Ajax U19,Ajax Amsterdam,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
751,587740,Hannie Meijer,Centre-Back,20,Netherlands,Ajax U19,Ajax Amsterdam,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
752,187052,Henk Tijm,Right-Back,29,Netherlands,Ajax Amsterdam,Alkmaar '54,1965/1966,out,False,Netherlands,Netherlands,0.0,9,
753,153799,Peet Petersen,Left Winger,24,Netherlands,Ajax Amsterdam,NAC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
754,187045,Kees Ruiter,Defender,21,Netherlands,Ajax Amsterdam,De Volewijckers,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
755,187055,Adri van Dijk,Defender,20,Netherlands,Ajax Amsterdam,Unknown,1965/1966,out,True,Netherlands,,0.0,0,?
756,187059,Ad Visser,Defender,29,Netherlands,Ajax Amsterdam,Blauw-Wit,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
757,187036,Bertus Hoogerman,Goalkeeper,27,Netherlands,Ajax Amsterdam,Unknown,1965/1966,out,True,Netherlands,,0.0,0,?
758,187026,Günther de Haan,Defender,20,Netherlands,Ajax Amsterdam,Unknown,1965/1966,out,True,Netherlands,,0.0,0,?
759,187046,Werner Schaaphok,Defender,23,Germany,Ajax Amsterdam,Blauw-Wit,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
760,187053,Siem Tijm,Forward,24,Netherlands,Ajax Amsterdam,Alkmaar '54,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
761,187041,Piet Paternotte,Goalkeeper,22,Netherlands,Ajax Amsterdam,Haarlem,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
762,459031,Piet de Waal,Left Winger,19,Netherlands,Ajax Amsterdam,Blauw-Wit,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
763,279811,Piet van Miert,Centre-Forward,26,Netherlands,Sparta,HSV ADO,1965/1966,in,False,Netherlands,Netherlands,0.0,27,
764,188963,Dick Advocaat,Defensive Midfield,17,Netherlands,ADO U19,HSV ADO,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
765,142891,Harry Vos,Left-Back,18,Netherlands,ADO U19,HSV ADO,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
766,585353,Chris Croes,Defender,21,Netherlands,HSV ADO,RCH,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
767,486469,Peter Hoet,Forward,24,Netherlands,HSV ADO,RCH,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
768,207379,Donald Feldmann,Left Winger,26,Netherlands,HSV ADO,Retired,1965/1966,out,True,Netherlands,,0.0,0,-
769,151994,Epi Drost,Sweeper,19,Netherlands,Wageningen,AVC Heracles,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
770,327764,Phil Tinney,Left Winger,20,Scotland,Dundee FC,AVC Heracles,1965/1966,in,True,Scotland,Netherlands,0.0,0,?
771,188568,Flip Stapper,Midfielder,20,Netherlands,Blauw-Wit,AVC Heracles,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
772,327462,Hans Stapper,Right Winger,18,Netherlands,Blauw-Wit,AVC Heracles,1965/1966,in,False,Netherlands,Netherlands,0.0,0,
773,327556,Herman ter Horst,Centre-Back,26,Netherlands,SC Enschede,AVC Heracles,1965/1966,in,False,Netherlands,Netherlands,0.0,0,
774,327763,Dennis Milne,Centre-Back,19,Scotland,Arsenal,AVC Heracles,1965/1966,in,True,England,Netherlands,0.0,0,
775,327443,Chris Hartjes,Forward,19,Netherlands,De Graafschap,AVC Heracles,1965/1966,in,False,Netherlands,Netherlands,0.0,0,
776,153135,Hennie van Nee,Centre-Forward,25,Netherlands,AVC Heracles,GVAV,1965/1966,out,False,Netherlands,Netherlands,0.0,57,
777,327782,Harrie Hentenaar,Goalkeeper,29,Netherlands,AVC Heracles,De Graafschap,1965/1966,out,False,Netherlands,Netherlands,0.0,0,Free transfer
778,612303,Herman Tiesselink,Right Winger,17,Netherlands,AVC Heracles,Go Ahead,1965/1966,out,False,Netherlands,Netherlands,0.0,0,Free transfer
779,110245,Herbert Finken,Defender,25,Germany,AVC Heracles,SV Tasmania,1965/1966,out,True,Netherlands,Germany,0.0,0,?
780,327776,Bennie Marcus,Left Winger,25,Netherlands,AVC Heracles,Wageningen,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
781,326616,Isie Greving,Forward,29,Netherlands,AVC Heracles,Go Ahead,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
782,314509,Wim van der Heide,Attacking Midfield,22,Netherlands,AVC Heracles,PEC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
783,327777,Renze Veenstra,Left Midfield,22,Netherlands,AVC Heracles,DOS,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
784,327764,Phil Tinney,Left Winger,20,Scotland,AVC Heracles,Without Club,1965/1966,out,True,Netherlands,,0.0,0,-
785,327781,Jasper Smit,Left Midfield,21,Netherlands,AVC Heracles,Rietvogels,1965/1966,out,False,Netherlands,Netherlands,0.0,0,
786,327786,Gerrit Brugmans,Centre-Back,24,Netherlands,AVC Heracles,PEC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,
787,327788,Hennie Mellema,Goalkeeper,29,Netherlands,AVC Heracles,WVV,1965/1966,out,False,Netherlands,Netherlands,0.0,0,
788,327780,Bennie Bartelink,Forward,25,Netherlands,AVC Heracles,Willem II,1965/1966,out,False,Netherlands,Netherlands,0.0,0,
789,424798,Henk Evenblij,Right-Back,18,Netherlands,ZCFC,SC Telstar,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
790,621666,Ab van Son,Left-Back,19,Netherlands,Unknown,SC Telstar,1965/1966,in,True,,Netherlands,0.0,0,?
791,491909,Gerrie Clement,Left Winger,25,Netherlands,FC Zaanstreek,SC Telstar,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
792,407083,Carlos,Forward,22,Brazil,RRC Brüssel,SC Telstar,1965/1966,in,True,Belgium,Netherlands,0.0,0,?
793,621712,Henny Althoff,Defender,18,Netherlands,Unknown,SC Telstar,1965/1966,in,True,,Netherlands,0.0,0,?
794,188555,Jacques Kleef,Left Winger,22,Netherlands,SC Telstar,FC Zaanstreek,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
795,405762,Map Marijt,Left Winger,22,Netherlands,SC Telstar,ZFC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
796,589254,Jan Boekestein,Right Winger,20,Netherlands,SC Telstar,Go Ahead,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
797,374380,Jan Rijnders,Defender,24,Netherlands,SC Telstar,Alkmaar '54,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
798,588388,Ron Versluis,Midfielder,22,Netherlands,SC Telstar,Haarlem,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
799,239510,Joop Daniëls,Left Winger,33,Netherlands,SC Telstar,Retired,1965/1966,out,True,Netherlands,,0.0,0,-
800,347923,János Beke,Forward,28,Hungary,SC Telstar,Retired,1965/1966,out,True,Netherlands,,0.0,0,-
801,612303,Herman Tiesselink,Right Winger,17,Netherlands,Heracles,DVV Go Ahead,1965/1966,in,False,Netherlands,Netherlands,0.0,0,Free transfer
802,316308,Cor Adelaar,Left Winger,22,Netherlands,Sparta,DVV Go Ahead,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
803,589254,Jan Boekestein,Right Winger,20,Netherlands,Telstar,DVV Go Ahead,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
804,617461,Gerard Wüstefeld,Centre-Forward,24,Netherlands,Enschedese Boys,DVV Go Ahead,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
805,326616,Isie Greving,Forward,29,Netherlands,Heracles,DVV Go Ahead,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
806,590601,Herman Alferink,Centre-Back,18,Netherlands,AGOVV,DVV Go Ahead,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
807,319654,Gerrie Kattestaart,Centre-Forward,22,Netherlands,DFC,DVV Go Ahead,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
808,407114,André van der Ley,Midfielder,15,Netherlands,Go Ahead U21,DVV Go Ahead,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
809,287346,Dick Schneider,Sweeper,17,Netherlands,Go Ahead U19,DVV Go Ahead,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
810,587737,Chris Lefering,Right Winger,23,Netherlands,DVV Go Ahead,Alkmaar '54,1965/1966,out,False,Netherlands,Netherlands,0.0,16,
811,301552,Henk Overgoor,Left-Back,21,Netherlands,DVV Go Ahead,De Graafschap,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
812,135644,Rob Rensenbrink,Left Winger,17,Netherlands,OSV Amsterdam,DWS AFC,1965/1966,in,False,Netherlands,Netherlands,0.0,1,
813,324269,Rob Roosendaal,Centre-Back,23,Netherlands,Holland Sport,DWS AFC,1965/1966,in,False,Netherlands,Netherlands,0.0,0,Loan
814,475782,Gerrit Peys,Centre-Back,19,Netherlands,Haarlem,DWS AFC,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
815,135627,Piet Schrijvers,Goalkeeper,18,Netherlands,HVC,DWS AFC,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
816,421541,Piet van den Berg,Centre-Forward,19,Netherlands,Unknown,DWS AFC,1965/1966,in,True,,Netherlands,0.0,0,?
817,188875,Joop Wildbret,Central Midfield,18,Netherlands,DWG,DWS AFC,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
818,352056,Piet Boogaard,Centre-Forward,25,Netherlands,De Volewijckers,DWS AFC,1965/1966,in,False,Netherlands,Netherlands,0.0,0,?
819,616600,Martin Kamminga,Right-Back,18,Netherlands,DWS U19,DWS AFC,1965/1966,in,False,Netherlands,Netherlands,0.0,0,-
820,154028,Daan Schrijvers,Centre-Back,23,Netherlands,DWS AFC,PSV Eindhoven,1965/1966,out,False,Netherlands,Netherlands,0.0,87,
821,241211,Aad Verschoof,Forward,24,Netherlands,DWS AFC,PEC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
822,207491,Bart Severijnse,Centre-Back,21,Netherlands,DWS AFC,De Volewijckers,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
823,305862,Henk Hofstee,Defender,25,Netherlands,DWS AFC,HVC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
824,241208,Bennie Roode,Right Winger,22,Netherlands,DWS AFC,Holland Sport,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
825,241202,Joop de Jong,Right Midfield,26,Netherlands,DWS AFC,Blauw-Wit,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
826,241210,Tijn van Lier,Forward,24,Netherlands,DWS AFC,NEC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
827,241200,Ben Aarts,Forward,24,Netherlands,DWS AFC,DOS,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
828,241203,Leo Heeres,Goalkeeper,26,Netherlands,DWS AFC,HVC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
829,592091,Ab Ruitenbeek,Left Winger,22,Netherlands,DWS AFC,HVC,1965/1966,out,False,Netherlands,Netherlands,0.0,0,?
830,187058,Karel Vesters,Midfielder,25,Netherlands,Ajax,NAC,1966/1967,in,False,Netherlands,Netherlands,0.0,16,
831,151815,Frans Bouwmeester sr.,Left Midfield,26,Netherlands,Feijenoord,NAC,1966/1967,in,False,Netherlands,Netherlands,0.0,0,?
832,323159,Arie Don,Left Winger,21,Netherlands,Fortuna Vl.,NAC,1966/1967,in,False,Netherlands,Netherlands,0.0,0,?
833,620337,Frans Bouwmeester jr.,Attacking Midfield,19,Netherlands,Feijenoord,NAC,1966/1967,in,False,Netherlands,Netherlands,0.0,0,?
834,442616,Fons Bastiaansen,Goalkeeper,28,Netherlands,Baronie,NAC,1966/1967,in,False,Netherlands,Netherlands,0.0,0,?
835,188777,Bertus Quaars,Defender,19,Netherlands,NAC Breda U19,NAC,1966/1967,in,False,Netherlands,Netherlands,0.0,0,-
836,620339,Frans de Grauw,Centre-Forward,20,Netherlands,NAC Breda U19,NAC,1966/1967,in,False,Netherlands,Netherlands,0.0,0,-
837,289480,Tomislav Kaloperović,Midfielder,34,Serbia,NAC,NK Olimpija,1966/1967,out,True,Netherlands,Slovenia,0.0,0,?
838,153799,Peet Petersen,Left Winger,25,Netherlands,NAC,Retired,1966/1967,out,True,Netherlands,,0.0,0,-
839,319652,Theo Hoogeveen,Goalkeeper,18,Netherlands,Gooiland,DOS Utrecht BV,1966/1967,in,False,Netherlands,Netherlands,0.0,23,
840,325076,Leo de Vroet,Centre-Forward,21,Netherlands,Unknown,DOS Utrecht BV,1966/1967,in,True,,Netherlands,0.0,0,?
841,475989,Arno Wellerdieck,Sweeper,19,Netherlands,BVC,DOS Utrecht BV,1966/1967,in,False,Netherlands,Netherlands,0.0,0,?
842,615584,Arie de Kuyper,Centre-Back,21,Netherlands,SVW,DOS Utrecht BV,1966/1967,in,False,Netherlands,Netherlands,0.0,0,?
843,301725,Piet van Oudenallen,Left-Back,18,Netherlands,Jodan Boys,DOS Utrecht BV,1966/1967,in,False,Netherlands,Netherlands,0.0,0,?
844,615007,Nico Hardeman,Centre-Forward,19,Netherlands,Unknown,DOS Utrecht BV,1966/1967,in,True,,Netherlands,0.0,0,?
845,615578,Jan Witzand,Centre-Forward,20,Netherlands,Vroomshoopse B.,DOS Utrecht BV,1966/1967,in,False,Netherlands,Netherlands,0.0,0,?
846,615048,Henk Verrips,Goalkeeper,18,Netherlands,Unknown,DOS Utrecht BV,1966/1967,in,True,,Netherlands,0.0,0,?
847,615574,Johan Plageman,Central Midfield,24,Netherlands,FC Twente,DOS Utrecht BV,1966/1967,in,False,Netherlands,Netherlands,0.0,0,?
848,327855,Cor Lammerts,Left-Back,18,Netherlands,Unknown,DOS Utrecht BV,1966/1967,in,True,,Netherlands,0.0,0,
849,592620,Arie Bransen,Centre-Back,21,Netherlands,DOS Utrecht BV,Velox,1966/1967,out,False,Netherlands,Netherlands,0.0,1,
850,240681,Wim Visser,Midfielder,34,Netherlands,DOS Utrecht BV,Unknown,1966/1967,out,True,Netherlands,,0.0,0,?
851,592092,Wim Ruitenbeek,Goalkeeper,27,Netherlands,DOS Utrecht BV,De Volewijckers,1966/1967,out,False,Netherlands,Netherlands,0.0,0,?
852,391516,Sietze de Vries,Centre-Forward,29,Netherlands,DOS Utrecht BV,Zwolsche Boys,1966/1967,out,False,Netherlands,Netherlands,0.0,0,?
853,240674,Martin Okhuysen,Defender,34,Netherlands,DOS Utrecht BV,Retired,1966/1967,out,True,Netherlands,,0.0,0,-
854,94075,Heinz Libuda,Midfielder,21,Germany,1860 Munich,GVAV Groningen,1966/1967,in,True,Germany,Netherlands,0.0,0,?
